* Project:       Midle
* File content:  soil physical parameters
* File name:     .\out\SoilPhysParam.csv
* Model version: Swap 4.0.1
* Generated at:  2023-01-03 14:23:37
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         4, -3.5206253E-02,  7.9999966E-01,  2.5944377E-05,  9.9999955E-01,  7.1279653E+02
         4, -3.8726879E-02,  7.9999956E-01,  3.0449686E-05,  9.9999942E-01,  7.1279552E+02
         4, -4.2599567E-02,  7.9999943E-01,  3.5737349E-05,  9.9999925E-01,  7.1279422E+02
         4, -4.6859523E-02,  7.9999927E-01,  4.1943223E-05,  9.9999903E-01,  7.1279253E+02
         4, -5.1545476E-02,  7.9999905E-01,  4.9226753E-05,  9.9999875E-01,  7.1279036E+02
         4, -5.6700023E-02,  7.9999878E-01,  5.7775072E-05,  9.9999838E-01,  7.1278755E+02
         4, -6.2370026E-02,  7.9999842E-01,  6.7807803E-05,  9.9999791E-01,  7.1278393E+02
         4, -6.8607028E-02,  7.9999796E-01,  7.9582705E-05,  9.9999730E-01,  7.1277925E+02
         4, -7.5467731E-02,  7.9999737E-01,  9.3402290E-05,  9.9999652E-01,  7.1277322E+02
         4, -8.3014504E-02,  7.9999660E-01,  1.0962159E-04,  9.9999550E-01,  7.1276542E+02
         4, -9.1315954E-02,  7.9999562E-01,  1.2865727E-04,  9.9999419E-01,  7.1275536E+02
         4, -1.0044755E-01,  7.9999434E-01,  1.5099833E-04,  9.9999250E-01,  7.1274237E+02
         4, -1.1049230E-01,  7.9999269E-01,  1.7721864E-04,  9.9999032E-01,  7.1272560E+02
         4, -1.2154154E-01,  7.9999057E-01,  2.0799166E-04,  9.9998751E-01,  7.1270394E+02
         4, -1.3369569E-01,  7.9998782E-01,  2.4410773E-04,  9.9998387E-01,  7.1267599E+02
         4, -1.4706526E-01,  7.9998428E-01,  2.8649428E-04,  9.9997918E-01,  7.1263990E+02
         4, -1.6177178E-01,  7.9997970E-01,  3.3623958E-04,  9.9997312E-01,  7.1259331E+02
         4, -1.7794896E-01,  7.9997380E-01,  3.9462058E-04,  9.9996529E-01,  7.1253317E+02
         4, -1.9574386E-01,  7.9996617E-01,  4.6313549E-04,  9.9995519E-01,  7.1245552E+02
         4, -2.1531824E-01,  7.9995633E-01,  5.4354196E-04,  9.9994216E-01,  7.1235528E+02
         4, -2.3685007E-01,  7.9994362E-01,  6.3790178E-04,  9.9992532E-01,  7.1222587E+02
         4, -2.6053508E-01,  7.9992721E-01,  7.4863311E-04,  9.9990359E-01,  7.1205881E+02
         4, -2.8658858E-01,  7.9990603E-01,  8.7857152E-04,  9.9987554E-01,  7.1184314E+02
         4, -3.1524744E-01,  7.9987869E-01,  1.0310412E-03,  9.9983933E-01,  7.1156473E+02
         4, -3.4677219E-01,  7.9984340E-01,  1.2099377E-03,  9.9979258E-01,  7.1120534E+02
         4, -3.8144940E-01,  7.9979784E-01,  1.4198246E-03,  9.9973224E-01,  7.1074143E+02
         4, -4.1959434E-01,  7.9973904E-01,  1.6660445E-03,  9.9965436E-01,  7.1014262E+02
         4, -4.6155378E-01,  7.9966314E-01,  1.9548479E-03,  9.9955383E-01,  7.0936972E+02
         4, -5.0770916E-01,  7.9956518E-01,  2.2935402E-03,  9.9942408E-01,  7.0837219E+02
         4, -5.5848007E-01,  7.9943876E-01,  2.6906501E-03,  9.9925663E-01,  7.0708486E+02
         4, -6.1432808E-01,  7.9927563E-01,  3.1561178E-03,  9.9904057E-01,  7.0542372E+02
         4, -6.7576089E-01,  7.9906517E-01,  3.7015053E-03,  9.9876181E-01,  7.0328054E+02
         4, -7.4333698E-01,  7.9879368E-01,  4.3402248E-03,  9.9840222E-01,  7.0051594E+02
         4, -8.1767067E-01,  7.9844355E-01,  5.0877796E-03,  9.9793848E-01,  6.9695062E+02
         4, -8.9943774E-01,  7.9799216E-01,  5.9620080E-03,  9.9734061E-01,  6.9235407E+02
         4, -9.8938151E-01,  7.9741044E-01,  6.9833079E-03,  9.9657012E-01,  6.8643039E+02
         4, -1.0883197E+00,  7.9666115E-01,  8.1748148E-03,  9.9557768E-01,  6.7880036E+02
         4, -1.1971516E+00,  7.9569666E-01,  9.5624787E-03,  9.9430022E-01,  6.6897895E+02
         4, -1.3168668E+00,  7.9445623E-01,  1.1174967E-02,  9.9265726E-01,  6.5634757E+02
         4, -1.4485535E+00,  7.9286265E-01,  1.3043281E-02,  9.9054656E-01,  6.4012007E+02
         4, -1.5934088E+00,  7.9081826E-01,  1.5199919E-02,  9.8783876E-01,  6.1930195E+02
         4, -1.7527497E+00,  7.8820025E-01,  1.7677369E-02,  9.8437119E-01,  5.9264260E+02
         4, -1.9280247E+00,  7.8485537E-01,  2.0505635E-02,  9.7994088E-01,  5.5858155E+02
         4, -2.1208271E+00,  7.8059433E-01,  2.3708435E-02,  9.7429713E-01,  5.2719705E+02
         4, -2.3329099E+00,  7.7518637E-01,  2.7297681E-02,  9.6713426E-01,  4.9868875E+02
         4, -2.5662008E+00,  7.6835497E-01,  3.1265909E-02,  9.5808605E-01,  4.6683016E+02
         4, -2.8228209E+00,  7.5977630E-01,  3.5576564E-02,  9.4672358E-01,  4.3165151E+02
         4, -3.1051030E+00,  7.4908252E-01,  4.0152608E-02,  9.3255962E-01,  3.9337127E+02
         4, -3.4156133E+00,  7.3587285E-01,  4.4864881E-02,  9.1506338E-01,  3.5244872E+02
         4, -3.7571747E+00,  7.1973574E-01,  4.9523079E-02,  8.9368972E-01,  3.0962355E+02
         4, -4.1328921E+00,  7.0028456E-01,  5.3873850E-02,  8.6792657E-01,  2.6592494E+02
         4, -4.5461813E+00,  6.7720766E-01,  5.7611528E-02,  8.3736114E-01,  2.2263092E+02
         4, -5.0007995E+00,  6.5032915E-01,  6.0406229E-02,  8.0176046E-01,  1.8116417E+02
         4, -5.5008794E+00,  6.1967133E-01,  6.1950038E-02,  7.6115408E-01,  1.4292758E+02
         4, -6.0509674E+00,  5.8550402E-01,  6.2014678E-02,  7.1589937E-01,  1.0910705E+02
         4, -6.6560641E+00,  5.4836378E-01,  6.0505843E-02,  6.6670700E-01,  8.0492286E+01
         4, -7.3216705E+00,  5.0903024E-01,  5.7495324E-02,  6.1460960E-01,  5.7371699E+01
         4, -8.0538375E+00,  4.6845774E-01,  5.3216623E-02,  5.6087118E-01,  3.9536020E+01
         4, -8.8592213E+00,  4.2767472E-01,  4.8022820E-02,  5.0685393E-01,  2.6385060E+01
         4, -9.7451434E+00,  3.8767390E-01,  4.2320322E-02,  4.5387272E-01,  1.7094202E+01
         4, -1.0719658E+01,  3.4931799E-01,  3.6500207E-02,  4.0307019E-01,  1.0783422E+01
         4, -1.1791624E+01,  3.1327813E-01,  3.0886279E-02,  3.5533527E-01,  6.6450213E+00
         4, -1.2970786E+01,  2.8001033E-01,  2.5708900E-02,  3.1127197E-01,  4.0133182E+00
         4, -1.4267864E+01,  2.4976451E-01,  2.1102999E-02,  2.7121127E-01,  2.3831550E+00
         4, -1.5694651E+01,  2.2261495E-01,  1.7122321E-02,  2.3525159E-01,  1.3954035E+00
         4, -1.7264116E+01,  1.9850060E-01,  1.3760795E-02,  2.0331205E-01,  8.0771203E-01
         4, -1.8990528E+01,  1.7726585E-01,  1.0974105E-02,  1.7518656E-01,  4.6320804E-01
         4, -2.0889580E+01,  1.5869646E-01,  8.6976035E-03,  1.5059134E-01,  2.6366905E-01
         4, -2.2978538E+01,  1.4254802E-01,  6.8593352E-03,  1.2920267E-01,  1.4919922E-01
         4, -2.5276392E+01,  1.2856690E-01,  5.3884371E-03,  1.1068463E-01,  8.4030324E-02
         4, -2.7804032E+01,  1.1650448E-01,  4.2199005E-03,  9.4707916E-02,  4.7152043E-02
         4, -3.0584435E+01,  1.0612605E-01,  3.2967669E-03,  8.0961651E-02,  2.6381866E-02
         4, -3.3642878E+01,  9.7215761E-02,  2.5706892E-03,  6.9159948E-02,  1.4727364E-02
         4, -3.7007166E+01,  8.9578836E-02,  2.0015516E-03,  5.9044816E-02,  8.2068250E-03
         4, -4.0707883E+01,  8.3041912E-02,  1.5566172E-03,  5.0386639E-02,  4.5669441E-03
         4, -4.4778671E+01,  7.7452288E-02,  1.2095002E-03,  4.2983163E-02,  2.5386893E-03
         4, -4.9256538E+01,  7.2676500E-02,  9.3913080E-04,  3.6657616E-02,  1.4100373E-03
         4, -5.4182192E+01,  6.8598588E-02,  7.2880280E-04,  3.1256408E-02,  7.8265398E-04
         4, -5.9600411E+01,  6.5118250E-02,  5.6534117E-04,  2.6646689E-02,  4.3420040E-04
         4, -6.5560452E+01,  6.2149030E-02,  4.3839834E-04,  2.2713947E-02,  2.4079134E-04
         4, -7.2116497E+01,  5.9616601E-02,  3.3987312E-04,  1.9359736E-02,  1.3349342E-04
         4, -7.9328147E+01,  5.7457194E-02,  2.6343844E-04,  1.6499595E-02,  7.3990632E-05
         4, -8.7260962E+01,  5.5616186E-02,  2.0416210E-04,  1.4061174E-02,  4.1002891E-05
         4, -9.5987058E+01,  5.4046842E-02,  1.5820480E-04,  1.1982572E-02,  2.2719087E-05
         4, -1.0558576E+02,  5.2709214E-02,  1.2258134E-04,  1.0210880E-02,  1.2586927E-05
         4, -1.1614434E+02,  5.1569182E-02,  9.4972563E-05,  8.7009038E-03,  6.9728729E-06
         4, -1.2775877E+02,  5.0597619E-02,  7.3578010E-05,  7.4140645E-03,  3.8625599E-06
         4, -1.4053465E+02,  4.9769668E-02,  5.7000593E-05,  6.3174412E-03,  2.1395212E-06
         4, -1.5458812E+02,  4.9064129E-02,  4.4156674E-05,  5.3829521E-03,  1.1850613E-06
         4, -1.7004693E+02,  4.8462920E-02,  3.4205993E-05,  4.5866494E-03,  6.5637465E-07
         4, -1.8705162E+02,  4.7950626E-02,  2.6497166E-05,  3.9081142E-03,  3.6354023E-07
         4, -2.0575678E+02,  4.7514105E-02,  2.0525322E-05,  3.3299398E-03,  2.0134702E-07
         4, -2.2633246E+02,  4.7142153E-02,  1.5899203E-05,  2.8372886E-03,  1.1151461E-07
         4, -2.4896571E+02,  4.6825224E-02,  1.2315633E-05,  2.4175146E-03,  6.1760888E-08
         4, -2.7386228E+02,  4.6555179E-02,  9.5397062E-06,  2.0598401E-03,  3.4205158E-08
         4, -3.0124851E+02,  4.6325086E-02,  7.3894287E-06,  1.7550803E-03,  1.8943787E-08
         4, -3.3137336E+02,  4.6129033E-02,  5.7238055E-06,  1.4954081E-03,  1.0491553E-08
         4, -3.6451069E+02,  4.5961986E-02,  4.4336094E-06,  1.2741540E-03,  5.8104672E-09
         4, -4.0096176E+02,  4.5819654E-02,  3.4342260E-06,  1.0856347E-03,  3.2179626E-09
         4, -4.4105794E+02,  4.5698380E-02,  2.6601091E-06,  9.2500726E-04,  1.0000000E-10
         4, -4.8516373E+02,  4.5595050E-02,  2.0604845E-06,  7.8814535E-04,  1.0000000E-10
         4, -5.3368010E+02,  4.5507007E-02,  1.5960215E-06,  6.7153290E-04,  1.0000000E-10
         4, -5.8704811E+02,  4.5431991E-02,  1.2362541E-06,  5.7217399E-04,  1.0000000E-10
         4, -6.4575293E+02,  4.5368075E-02,  9.5758295E-07,  4.8751594E-04,  1.0000000E-10
         4, -7.1032822E+02,  4.5313615E-02,  7.4172828E-07,  4.1538368E-04,  1.0000000E-10
         4, -7.8136104E+02,  4.5267213E-02,  5.7453049E-07,  3.5392396E-04,  1.0000000E-10
         4, -8.5949714E+02,  4.5227676E-02,  4.4502170E-07,  3.0155771E-04,  1.0000000E-10
         4, -9.4544686E+02,  4.5193989E-02,  3.4470626E-07,  2.5693950E-04,  1.0000000E-10
         4, -1.0399915E+03,  4.5165287E-02,  2.6700358E-07,  2.1892295E-04,  1.0000000E-10
         4, -1.1439907E+03,  4.5140831E-02,  2.0681637E-07,  1.8653128E-04,  1.0000000E-10
         4, -1.2583898E+03,  4.5119994E-02,  1.6019638E-07,  1.5893225E-04,  1.0000000E-10
         4, -1.3842287E+03,  4.5102240E-02,  1.2408533E-07,  1.3541674E-04,  1.0000000E-10
         4, -1.5226516E+03,  4.5087112E-02,  9.6114331E-08,  1.1538057E-04,  1.0000000E-10
         4, -1.6749168E+03,  4.5074223E-02,  7.4448480E-08,  9.8308940E-05,  1.0000000E-10
         4, -1.8424085E+03,  4.5063241E-02,  5.7666488E-08,  8.3763213E-05,  1.0000000E-10
         4, -2.0266493E+03,  4.5053884E-02,  4.4667450E-08,  7.1369661E-05,  1.0000000E-10
         4, -2.2293142E+03,  4.5045911E-02,  3.4598622E-08,  6.0809851E-05,  1.0000000E-10
         4, -2.4522457E+03,  4.5039118E-02,  2.6799484E-08,  5.1812463E-05,  1.0000000E-10
         4, -2.6974702E+03,  4.5033330E-02,  2.0758409E-08,  4.4146323E-05,  1.0000000E-10
         4, -2.9672172E+03,  4.5028399E-02,  1.6079098E-08,  3.7614460E-05,  1.0000000E-10
         4, -3.2639390E+03,  4.5024197E-02,  1.2454586E-08,  3.2049048E-05,  1.0000000E-10
         4, -3.5903329E+03,  4.5020617E-02,  9.6471030E-09,  2.7307090E-05,  1.0000000E-10
         4, -3.9493662E+03,  4.5017566E-02,  7.4724760E-09,  2.3266749E-05,  1.0000000E-10
         4, -4.3443028E+03,  4.5014967E-02,  5.7880482E-09,  1.9824215E-05,  1.0000000E-10
         4, -4.7787331E+03,  4.5012753E-02,  4.4833201E-09,  1.6891036E-05,  1.0000000E-10
         4, -5.2566064E+03,  4.5010866E-02,  3.4727007E-09,  1.4391849E-05,  1.0000000E-10
         4, -5.7822670E+03,  4.5009258E-02,  2.6898927E-09,  1.2262439E-05,  1.0000000E-10
         4, -6.3604937E+03,  4.5007888E-02,  2.0835435E-09,  1.0448096E-05,  1.0000000E-10
         4, -6.9965431E+03,  4.5006721E-02,  1.6138760E-09,  8.9022022E-06,  1.0000000E-10
         4, -7.6961974E+03,  4.5005727E-02,  1.2500799E-09,  7.5850377E-06,  1.0000000E-10
         4, -8.4658171E+03,  4.5004879E-02,  9.6828986E-10,  6.4627601E-06,  1.0000000E-10
         4, -9.3123988E+03,  4.5004157E-02,  7.5002025E-10,  5.5065340E-06,  1.0000000E-10
         4, -1.0243639E+04,  4.5003542E-02,  5.8095246E-10,  4.6917905E-06,  1.0000000E-10
         4, -1.1268003E+04,  4.5003018E-02,  4.4999553E-10,  3.9975960E-06,  1.0000000E-10
         4, -1.2394803E+04,  4.5002572E-02,  3.4855860E-10,  3.4061141E-06,  1.0000000E-10
         4, -1.3634283E+04,  4.5002191E-02,  2.6998734E-10,  2.9021475E-06,  1.0000000E-10
         4, -1.4997711E+04,  4.5001867E-02,  2.0912743E-10,  2.4727475E-06,  1.0000000E-10
         4, -1.6497483E+04,  4.5001591E-02,  1.6198642E-10,  2.1068812E-06,  1.0000000E-10
         4, -1.8147231E+04,  4.5001355E-02,  1.2547183E-10,  1.7951484E-06,  1.0000000E-10
         4, -1.9961954E+04,  4.5001155E-02,  9.7188263E-11,  1.5295393E-06,  1.0000000E-10
         4, -2.1958149E+04,  4.5000984E-02,  7.5280314E-11,  1.3032296E-06,  1.0000000E-10
         4, -2.4153964E+04,  4.5000838E-02,  5.8310804E-11,  1.1104045E-06,  1.0000000E-10
         4, -2.6569361E+04,  4.5000714E-02,  4.5166520E-11,  9.4610972E-07,  1.0000000E-10
         4, -2.9226297E+04,  4.5000609E-02,  3.4985190E-11,  8.0612389E-07,  1.0000000E-10
         4, -3.2148926E+04,  4.5000519E-02,  2.7098911E-11,  6.8685028E-07,  1.0000000E-10
         4, -3.5363819E+04,  4.5000442E-02,  2.0990339E-11,  5.8522432E-07,  1.0000000E-10
         4, -3.8900201E+04,  4.5000376E-02,  1.6258746E-11,  4.9863488E-07,  1.0000000E-10
         4, -4.2790221E+04,  4.5000321E-02,  1.2593738E-11,  4.2485716E-07,  1.0000000E-10
         4, -4.7069243E+04,  4.5000273E-02,  9.7548873E-12,  3.6199555E-07,  1.0000000E-10
         4, -5.1776167E+04,  4.5000233E-02,  7.5559636E-12,  3.0843491E-07,  1.0000000E-10
         4, -5.6953784E+04,  4.5000198E-02,  5.8527162E-12,  2.6279906E-07,  1.0000000E-10
         4, -6.2649163E+04,  4.5000169E-02,  4.5334107E-12,  2.2391547E-07,  1.0000000E-10
         4, -6.8914079E+04,  4.5000144E-02,  3.5115000E-12,  1.9078507E-07,  1.0000000E-10
         4, -7.5805487E+04,  4.5000123E-02,  2.7199459E-12,  1.6255663E-07,  1.0000000E-10
         4, -8.3386035E+04,  4.5000105E-02,  2.1068222E-12,  1.3850485E-07,  1.0000000E-10
         4, -9.1724639E+04,  4.5000089E-02,  1.6319073E-12,  1.1801175E-07,  1.0000000E-10
         4, -1.0089710E+05,  4.5000076E-02,  1.2640466E-12,  1.0055080E-07,  1.0000000E-10
         4, -1.1098681E+05,  4.5000065E-02,  9.7910820E-13,  8.5673367E-08,  1.0000000E-10
         4, -1.2208549E+05,  4.5000055E-02,  7.5839994E-13,  7.2997187E-08,  1.0000000E-10
         4, -1.3429404E+05,  4.5000047E-02,  5.8744322E-13,  6.2196567E-08,  1.0000000E-10
         4, -1.4772345E+05,  4.5000040E-02,  4.5502316E-13,  5.2994000E-08,  1.0000000E-10
         4, -1.6249579E+05,  4.5000034E-02,  3.5245291E-13,  4.5153040E-08,  1.0000000E-10
         4, -1.7874537E+05,  4.5000029E-02,  2.7300381E-13,  3.8472223E-08,  1.0000000E-10
         4, -1.9661991E+05,  4.5000025E-02,  2.1146394E-13,  3.2779896E-08,  1.0000000E-10
         4, -2.1628190E+05,  4.5000021E-02,  1.6379623E-13,  2.7929802E-08,  1.0000000E-10
         4, -2.3791009E+05,  4.5000018E-02,  1.2687367E-13,  2.3797325E-08,  1.0000000E-10
         4, -2.6170110E+05,  4.5000015E-02,  9.8274111E-14,  2.0276287E-08,  1.0000000E-10
         4, -2.8787121E+05,  4.5000013E-02,  7.6121393E-14,  1.7276220E-08,  1.0000000E-10
         4, -3.1665833E+05,  4.5000011E-02,  5.8962288E-14,  1.4720041E-08,  1.0000000E-10
         4, -3.4832416E+05,  4.5000009E-02,  4.5671149E-14,  1.2542072E-08,  1.0000000E-10
         4, -3.8315658E+05,  4.5000008E-02,  3.5376066E-14,  1.0686355E-08,  1.0000000E-10
         4, -4.2147224E+05,  4.5000007E-02,  2.7401677E-14,  9.1052082E-09,  1.0000000E-10
         4, -4.6361946E+05,  4.5000006E-02,  2.1224856E-14,  7.7580070E-09,  1.0000000E-10
         4, -5.0998141E+05,  4.5000005E-02,  1.6440399E-14,  6.6101370E-09,  1.0000000E-10
         4, -5.6097955E+05,  4.5000004E-02,  1.2734443E-14,  5.6321051E-09,  1.0000000E-10
         4, -6.1707750E+05,  4.5000004E-02,  9.8638749E-15,  4.7987822E-09,  1.0000000E-10
         4, -6.7878525E+05,  4.5000003E-02,  7.6403835E-15,  4.0887572E-09,  1.0000000E-10
         4, -7.4666378E+05,  4.5000003E-02,  5.9181063E-15,  3.4837872E-09,  1.0000000E-10
         4, -8.2133016E+05,  4.5000002E-02,  4.5840608E-15,  2.9683281E-09,  1.0000000E-10
         4, -9.0346317E+05,  4.5000002E-02,  3.5507326E-15,  2.5291361E-09,  1.0000000E-10
         4, -9.9380949E+05,  4.5000002E-02,  2.7503349E-15,  2.1549266E-09,  1.0000000E-10
         4, -1.0931904E+06,  4.5000001E-02,  2.1303609E-15,  1.8360849E-09,  1.0000000E-10
         4, -1.2025095E+06,  4.5000001E-02,  1.6501400E-15,  1.5644189E-09,  1.0000000E-10
         4, -1.3227604E+06,  4.5000001E-02,  1.2781693E-15,  1.3329484E-09,  1.0000000E-10
         4, -1.4550365E+06,  4.5000001E-02,  9.9004741E-16,  1.1357262E-09,  1.0000000E-10
         4, -1.6005401E+06,  4.5000001E-02,  7.6687326E-16,  9.6768482E-10,  1.0000000E-10
         4, -1.7605941E+06,  4.5000001E-02,  5.9400650E-16,  8.2450675E-10,  1.0000000E-10
         4, -1.9366535E+06,  4.5000001E-02,  4.6010696E-16,  7.0251322E-10,  1.0000000E-10
         4, -2.1303189E+06,  4.5000000E-02,  3.5639074E-16,  5.9856979E-10,  1.0000000E-10
         4, -2.3433508E+06,  4.5000000E-02,  2.7605398E-16,  5.1000576E-10,  1.0000000E-10
         4, -2.5776859E+06,  4.5000000E-02,  2.1382654E-16,  4.3454561E-10,  1.0000000E-10
         4, -2.8354545E+06,  4.5000000E-02,  1.6562627E-16,  3.7025051E-10,  1.0000000E-10
         4, -3.1189999E+06,  4.5000000E-02,  1.2829119E-16,  3.1546847E-10,  1.0000000E-10
         4, -3.4308999E+06,  4.5000000E-02,  9.9372090E-17,  2.6879193E-10,  1.0000000E-10
         4, -3.7739899E+06,  4.5000000E-02,  7.6971868E-17,  2.2902164E-10,  1.0000000E-10
         4, -4.1513889E+06,  4.5000000E-02,  5.9621052E-17,  1.9513574E-10,  1.0000000E-10
         4, -4.5665278E+06,  4.5000000E-02,  4.6181415E-17,  1.6626357E-10,  1.0000000E-10
         4, -5.0231805E+06,  4.5000000E-02,  3.5771310E-17,  1.4166331E-10,  1.0000000E-10
         4, -5.5254986E+06,  4.5000000E-02,  2.7707825E-17,  1.2070290E-10,  1.0000000E-10
         4, -6.0780485E+06,  4.5000000E-02,  2.1461993E-17,  1.0284376E-10,  1.0000000E-10
         4, -6.6858533E+06,  4.5000000E-02,  1.6624081E-17,  8.7627063E-11,  1.0000000E-10
         4, -7.3544386E+06,  4.5000000E-02,  1.2876720E-17,  7.4661818E-11,  1.0000000E-10
         4, -8.0898825E+06,  4.5000000E-02,  9.9740803E-18,  6.3614897E-11,  1.0000000E-10
         4, -8.8988707E+06,  4.5000000E-02,  7.7257466E-18,  5.4202476E-11,  1.0000000E-10
         4, -9.7887578E+06,  4.5000000E-02,  5.9842271E-18,  4.6182714E-11,  1.0000000E-10
         4, -1.0000000E+07,  4.5000000E-02,  5.6514253E-18,  4.4555548E-11,  1.0000000E-10
         5,  0.0000000E+00,  4.1000000E-01,  1.0000000E-11,  1.0000000E+00,  1.0610000E+02
         5, -1.0000000E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.1000000E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.2100000E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.3310000E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.4641000E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.6105100E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.7715610E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.9487171E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.1435888E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.3579477E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.5937425E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.8531167E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.1384284E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.4522712E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.7974983E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -4.1772482E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -4.5949730E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -5.0544703E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -5.5599173E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -6.1159090E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -6.7274999E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -7.4002499E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -8.1402749E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -8.9543024E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -9.8497327E-07,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.0834706E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.1918177E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.3109994E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.4420994E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.5863093E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.7449402E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.9194342E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.1113777E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.3225154E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.5547670E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.8102437E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.0912681E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.4003949E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.7404343E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -4.1144778E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -4.5259256E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -4.9785181E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -5.4763699E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -6.0240069E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -6.6264076E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -7.2890484E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -8.0179532E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -8.8197485E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -9.7017234E-06,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.0671896E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.1739085E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.2912994E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.4204293E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.5624723E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
