* Project:       Midle
* File content:  soil physical parameters
* File name:     .\out\SoilPhysParam.csv
* Model version: Swap 4.0.1
* Generated at:  2023-01-03 14:23:37
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         5, -1.7187195E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -1.8905914E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.0796506E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.2876156E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.5163772E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -2.7680149E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.0448164E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0610000E+02
         5, -3.3492980E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -3.6842278E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -4.0526506E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -4.4579157E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -4.9037073E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -5.3940780E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -5.9334858E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -6.5268344E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -7.1795178E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -7.8974696E-05,  4.1000000E-01,  2.0165672E-05,  1.0000000E+00,  1.0609999E+02
         5, -8.6872165E-05,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609999E+02
         5, -9.5559382E-05,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609998E+02
         5, -1.0511532E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609998E+02
         5, -1.1562685E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609998E+02
         5, -1.2718954E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609998E+02
         5, -1.3990849E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609998E+02
         5, -1.5389934E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609997E+02
         5, -1.6928927E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609997E+02
         5, -1.8621820E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609997E+02
         5, -2.0484002E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609997E+02
         5, -2.2532402E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609996E+02
         5, -2.4785643E-04,  4.1000000E-01,  2.0165672E-05,  9.9999999E-01,  1.0609996E+02
         5, -2.7264207E-04,  4.0999999E-01,  2.0165672E-05,  9.9999998E-01,  1.0609996E+02
         5, -2.9990628E-04,  4.0999999E-01,  2.0165672E-05,  9.9999998E-01,  1.0609995E+02
         5, -3.2989690E-04,  4.0999999E-01,  2.0165672E-05,  9.9999998E-01,  1.0609995E+02
         5, -3.6288659E-04,  4.0999999E-01,  2.0165672E-05,  9.9999998E-01,  1.0609994E+02
         5, -3.9917525E-04,  4.0999999E-01,  2.0165672E-05,  9.9999998E-01,  1.0609994E+02
         5, -4.3909278E-04,  4.0999999E-01,  2.0165672E-05,  9.9999997E-01,  1.0609993E+02
         5, -4.8300206E-04,  4.0999999E-01,  2.0165672E-05,  9.9999997E-01,  1.0609992E+02
         5, -5.3130226E-04,  4.0999999E-01,  2.0165672E-05,  9.9999997E-01,  1.0609991E+02
         5, -5.8443249E-04,  4.0999999E-01,  2.0165672E-05,  9.9999997E-01,  1.0609990E+02
         5, -6.4287574E-04,  4.0999999E-01,  2.0165672E-05,  9.9999996E-01,  1.0609990E+02
         5, -7.0716331E-04,  4.0999999E-01,  2.0165672E-05,  9.9999996E-01,  1.0609988E+02
         5, -7.7787964E-04,  4.0999998E-01,  2.0165672E-05,  9.9999995E-01,  1.0609987E+02
         5, -8.5566760E-04,  4.0999998E-01,  2.0165672E-05,  9.9999995E-01,  1.0609986E+02
         5, -9.4123437E-04,  4.0999998E-01,  2.0165672E-05,  9.9999994E-01,  1.0609985E+02
         5, -1.0353578E-03,  4.0999998E-01,  2.0165672E-05,  9.9999994E-01,  1.0609983E+02
         5, -1.1388936E-03,  4.0999998E-01,  2.0165672E-05,  9.9999993E-01,  1.0609981E+02
         5, -1.2527829E-03,  4.0999997E-01,  2.0165672E-05,  9.9999993E-01,  1.0609980E+02
         5, -1.3780612E-03,  4.0999997E-01,  2.0165672E-05,  9.9999992E-01,  1.0609978E+02
         5, -1.5158674E-03,  4.0999997E-01,  2.0165672E-05,  9.9999991E-01,  1.0609975E+02
         5, -1.6674541E-03,  4.0999997E-01,  2.0165672E-05,  9.9999990E-01,  1.0609973E+02
         5, -1.8341995E-03,  4.0999996E-01,  2.0165672E-05,  9.9999989E-01,  1.0609970E+02
         5, -2.0176195E-03,  4.0999996E-01,  2.0165672E-05,  9.9999988E-01,  1.0609967E+02
         5, -2.2193814E-03,  4.0999996E-01,  2.0165672E-05,  9.9999987E-01,  1.0609964E+02
         5, -2.4413195E-03,  4.0999995E-01,  2.0165672E-05,  9.9999986E-01,  1.0609960E+02
         5, -2.6854515E-03,  4.0999995E-01,  2.0165672E-05,  9.9999984E-01,  1.0609956E+02
         5, -2.9539966E-03,  4.0999994E-01,  2.0165672E-05,  9.9999983E-01,  1.0609952E+02
         5, -3.2493963E-03,  4.0999993E-01,  2.0165672E-05,  9.9999981E-01,  1.0609947E+02
         5, -3.5743359E-03,  4.0999993E-01,  2.0165672E-05,  9.9999979E-01,  1.0609942E+02
         5, -3.9317695E-03,  4.0999992E-01,  2.0165672E-05,  9.9999977E-01,  1.0609936E+02
         5, -4.3249465E-03,  4.0999991E-01,  2.0165672E-05,  9.9999975E-01,  1.0609930E+02
         5, -4.7574411E-03,  4.0999990E-01,  2.0165672E-05,  9.9999972E-01,  1.0609923E+02
         5, -5.2331852E-03,  4.0999989E-01,  2.0165672E-05,  9.9999969E-01,  1.0609915E+02
         5, -5.7565038E-03,  4.0999988E-01,  2.0165672E-05,  9.9999966E-01,  1.0609906E+02
         5, -6.3321541E-03,  4.0999987E-01,  2.0165672E-05,  9.9999963E-01,  1.0609897E+02
         5, -6.9653696E-03,  4.0999986E-01,  2.0165672E-05,  9.9999959E-01,  1.0609887E+02
         5, -7.6619065E-03,  4.0999985E-01,  2.0165672E-05,  9.9999955E-01,  1.0609875E+02
         5, -8.4280972E-03,  4.0999983E-01,  2.0165672E-05,  9.9999951E-01,  1.0609863E+02
         5, -9.2709069E-03,  4.0999981E-01,  2.0165672E-05,  9.9999946E-01,  1.0609849E+02
         5, -1.0197998E-02,  4.0999979E-01,  3.8783976E-05,  9.9999939E-01,  1.0609831E+02
         5, -1.1217797E-02,  4.0999975E-01,  4.2217417E-05,  9.9999927E-01,  1.0609798E+02
         5, -1.2339577E-02,  4.0999970E-01,  4.5954808E-05,  9.9999913E-01,  1.0609758E+02
         5, -1.3573535E-02,  4.0999964E-01,  5.0023055E-05,  9.9999896E-01,  1.0609710E+02
         5, -1.4930888E-02,  4.0999957E-01,  5.4451447E-05,  9.9999875E-01,  1.0609653E+02
         5, -1.6423977E-02,  4.0999948E-01,  5.9271863E-05,  9.9999851E-01,  1.0609584E+02
         5, -1.8066375E-02,  4.0999938E-01,  6.4519006E-05,  9.9999821E-01,  1.0609502E+02
         5, -1.9873012E-02,  4.0999926E-01,  7.0230649E-05,  9.9999786E-01,  1.0609404E+02
         5, -2.1860313E-02,  4.0999912E-01,  7.6447906E-05,  9.9999744E-01,  1.0609286E+02
         5, -2.4046345E-02,  4.0999894E-01,  8.3215533E-05,  9.9999693E-01,  1.0609145E+02
         5, -2.6450979E-02,  4.0999873E-01,  9.0582242E-05,  9.9999633E-01,  1.0608976E+02
         5, -2.9096077E-02,  4.0999848E-01,  9.8601058E-05,  9.9999560E-01,  1.0608774E+02
         5, -3.2005685E-02,  4.0999818E-01,  1.0732969E-04,  9.9999473E-01,  1.0608532E+02
         5, -3.5206253E-02,  4.0999782E-01,  1.1683097E-04,  9.9999369E-01,  1.0608243E+02
         5, -3.8726879E-02,  4.0999739E-01,  1.2717325E-04,  9.9999245E-01,  1.0607896E+02
         5, -4.2599567E-02,  4.0999688E-01,  1.3843096E-04,  9.9999096E-01,  1.0607481E+02
         5, -4.6859523E-02,  4.0999626E-01,  1.5068510E-04,  9.9998917E-01,  1.0606983E+02
         5, -5.1545476E-02,  4.0999553E-01,  1.6402381E-04,  9.9998703E-01,  1.0606388E+02
         5, -5.6700023E-02,  4.0999464E-01,  1.7854303E-04,  9.9998447E-01,  1.0605675E+02
         5, -6.2370026E-02,  4.0999359E-01,  1.9434718E-04,  9.9998141E-01,  1.0604822E+02
         5, -6.8607028E-02,  4.0999232E-01,  2.1154987E-04,  9.9997774E-01,  1.0603799E+02
         5, -7.5467731E-02,  4.0999080E-01,  2.3027473E-04,  9.9997335E-01,  1.0602576E+02
         5, -8.3014504E-02,  4.0998899E-01,  2.5065631E-04,  9.9996809E-01,  1.0601110E+02
         5, -9.1315954E-02,  4.0998682E-01,  2.7284097E-04,  9.9996179E-01,  1.0599356E+02
         5, -1.0044755E-01,  4.0998421E-01,  2.9698796E-04,  9.9995425E-01,  1.0597255E+02
         5, -1.1049230E-01,  4.0998110E-01,  3.2327050E-04,  9.9994522E-01,  1.0594739E+02
         5, -1.2154154E-01,  4.0997737E-01,  3.5187702E-04,  9.9993440E-01,  1.0591728E+02
         5, -1.3369569E-01,  4.0997290E-01,  3.8301239E-04,  9.9992146E-01,  1.0588121E+02
         5, -1.4706526E-01,  4.0996756E-01,  4.1689942E-04,  9.9990596E-01,  1.0583804E+02
         5, -1.6177178E-01,  4.0996115E-01,  4.5378026E-04,  9.9988740E-01,  1.0578634E+02
         5, -1.7794896E-01,  4.0995349E-01,  4.9391810E-04,  9.9986518E-01,  1.0572444E+02
         5, -1.9574386E-01,  4.0994431E-01,  5.3759886E-04,  9.9983857E-01,  1.0565033E+02
         5, -2.1531824E-01,  4.0993332E-01,  5.8513302E-04,  9.9980672E-01,  1.0556160E+02
         5, -2.3685007E-01,  4.0992016E-01,  6.3685762E-04,  9.9976858E-01,  1.0545537E+02
         5, -2.6053508E-01,  4.0990441E-01,  6.9313829E-04,  9.9972293E-01,  1.0532819E+02
         5, -2.8658858E-01,  4.0988555E-01,  7.5437139E-04,  9.9966827E-01,  1.0517593E+02
         5, -3.1524744E-01,  4.0986298E-01,  8.2098627E-04,  9.9960283E-01,  1.0499365E+02
         5, -3.4677219E-01,  4.0983595E-01,  8.9344757E-04,  9.9952450E-01,  1.0477544E+02
         5, -3.8144940E-01,  4.0980360E-01,  9.7225747E-04,  9.9943072E-01,  1.0451423E+02
         5, -4.1959434E-01,  4.0976488E-01,  1.0579580E-03,  9.9931848E-01,  1.0420156E+02
         5, -4.6155378E-01,  4.0971853E-01,  1.1511330E-03,  9.9918413E-01,  1.0382732E+02
         5, -5.0770916E-01,  4.0966305E-01,  1.2524105E-03,  9.9902334E-01,  1.0337942E+02
         5, -5.5848007E-01,  4.0959667E-01,  1.3624635E-03,  9.9883092E-01,  1.0284341E+02
         5, -6.1432808E-01,  4.0951723E-01,  1.4820116E-03,  9.9860067E-01,  1.0220203E+02
         5, -6.7576089E-01,  4.0942219E-01,  1.6118210E-03,  9.9832519E-01,  1.0143466E+02
         5, -7.4333698E-01,  4.0930850E-01,  1.7527035E-03,  9.9799565E-01,  1.0051669E+02
         5, -8.1767067E-01,  4.0917252E-01,  1.9055137E-03,  9.9760151E-01,  9.9418781E+01
         5, -8.9943774E-01,  4.0900992E-01,  2.0711452E-03,  9.9713021E-01,  9.8105943E+01
         5, -9.8938151E-01,  4.0881555E-01,  2.2505223E-03,  9.9656681E-01,  9.6536523E+01
         5, -1.0883197E+00,  4.0858326E-01,  2.4445897E-03,  9.9589350E-01,  9.4660969E+01
         5, -1.1971516E+00,  4.0830576E-01,  2.6542962E-03,  9.9508917E-01,  9.2420415E+01
         5, -1.3168668E+00,  4.0797441E-01,  2.8805733E-03,  9.9412873E-01,  8.9745041E+01
         5, -1.4485535E+00,  4.0757897E-01,  3.1243051E-03,  9.9298253E-01,  8.6552186E+01
         5, -1.5934088E+00,  4.0710735E-01,  3.3862895E-03,  9.9161550E-01,  8.2744208E+01
         5, -1.7527497E+00,  4.0654529E-01,  3.6671868E-03,  9.8998636E-01,  7.8206079E+01
         5, -1.9280247E+00,  4.0587608E-01,  3.9674541E-03,  9.8804661E-01,  7.2802726E+01
         5, -2.1208271E+00,  4.0508014E-01,  4.2872632E-03,  9.8573954E-01,  6.8784093E+01
         5, -2.3329099E+00,  4.0413469E-01,  4.6263984E-03,  9.8299910E-01,  6.5926784E+01
         5, -2.5662008E+00,  4.0301335E-01,  4.9841335E-03,  9.7974885E-01,  6.2908343E+01
         5, -2.8228209E+00,  4.0168580E-01,  5.3590863E-03,  9.7590086E-01,  5.9732854E+01
         5, -3.1051030E+00,  4.0011743E-01,  5.7490524E-03,  9.7135486E-01,  5.6407978E+01
         5, -3.4156133E+00,  3.9826917E-01,  6.1508239E-03,  9.6599761E-01,  5.2945583E+01
         5, -3.7571747E+00,  3.9609744E-01,  6.5600006E-03,  9.5970272E-01,  4.9362361E+01
         5, -4.1328921E+00,  3.9355428E-01,  6.9708124E-03,  9.5233124E-01,  4.5680348E+01
         5, -4.5461813E+00,  3.9058792E-01,  7.3759769E-03,  9.4373311E-01,  4.1927276E+01
         5, -5.0007995E+00,  3.8714372E-01,  7.7666255E-03,  9.3374993E-01,  3.8136646E+01
         5, -5.5008794E+00,  3.8316562E-01,  8.1323413E-03,  9.2221919E-01,  3.4347408E+01
         5, -6.0509674E+00,  3.7859822E-01,  8.4613558E-03,  9.0898034E-01,  3.0603151E+01
         5, -6.6560641E+00,  3.7338952E-01,  8.7409474E-03,  8.9388267E-01,  2.6950707E+01
         5, -7.3216705E+00,  3.6749426E-01,  8.9580718E-03,  8.7679496E-01,  2.3438169E+01
         5, -8.0538375E+00,  3.6087766E-01,  9.1002222E-03,  8.5761640E-01,  2.0112381E+01
         5, -8.8592213E+00,  3.5351939E-01,  9.1564731E-03,  8.3628810E-01,  1.7016093E+01
         5, -9.7451434E+00,  3.4541734E-01,  9.1186048E-03,  8.1280389E-01,  1.4185083E+01
         5, -1.0719658E+01,  3.3659060E-01,  8.9821586E-03,  7.8721913E-01,  1.1645621E+01
         5, -1.1791624E+01,  3.2708130E-01,  8.7472388E-03,  7.5965593E-01,  9.4126643E+00
         5, -1.2970786E+01,  3.1695477E-01,  8.4188928E-03,  7.3030367E-01,  7.4891029E+00
         5, -1.4267864E+01,  3.0629785E-01,  8.0069538E-03,  6.9941406E-01,  5.8661880E+00
         5, -1.5694651E+01,  2.9521535E-01,  7.5253304E-03,  6.6729088E-01,  4.5250851E+00
         5, -1.7264116E+01,  2.8382497E-01,  6.9908366E-03,  6.3427528E-01,  3.4392733E+00
         5, -1.8990528E+01,  2.7225132E-01,  6.4217453E-03,  6.0072845E-01,  2.5773837E+00
         5, -2.0889580E+01,  2.6061962E-01,  5.8362987E-03,  5.6701339E-01,  1.9060390E+00
         5, -2.2978538E+01,  2.4904991E-01,  5.2513895E-03,  5.3347801E-01,  1.3923246E+00
         5, -2.5276392E+01,  2.3765218E-01,  4.6815710E-03,  5.0044110E-01,  1.0056604E+00
         5, -2.7804032E+01,  2.2652279E-01,  4.1384687E-03,  4.6818200E-01,  7.1899184E-01
         5, -3.0584435E+01,  2.1574238E-01,  3.6305811E-03,  4.3693442E-01,  5.0935040E-01
         5, -3.3642878E+01,  2.0537506E-01,  3.1634047E-03,  4.0688424E-01,  3.5791006E-01
         5, -3.7007166E+01,  1.9546877E-01,  2.7397807E-03,  3.7817036E-01,  2.4969916E-01
         5, -4.0707883E+01,  1.8605638E-01,  2.3603663E-03,  3.5088806E-01,  1.7311625E-01
         5, -4.4778671E+01,  1.7715738E-01,  2.0241421E-03,  3.2509385E-01,  1.1936974E-01
         5, -4.9256538E+01,  1.6877984E-01,  1.7288965E-03,  3.0081114E-01,  8.1923611E-02
         5, -5.4182192E+01,  1.6092243E-01,  1.4716479E-03,  2.7803604E-01,  5.5997665E-02
         5, -5.9600411E+01,  1.5357632E-01,  1.2489902E-03,  2.5674296E-01,  3.8144354E-02
         5, -6.5560452E+01,  1.4672695E-01,  1.0573566E-03,  2.3688970E-01,  2.5906679E-02
         5, -7.2116497E+01,  1.4035556E-01,  8.9321136E-04,  2.1842190E-01,  1.7551196E-02
         5, -7.9328147E+01,  1.3444049E-01,  7.5317926E-04,  2.0127680E-01,  1.1865364E-02
         5, -8.7260962E+01,  1.2895826E-01,  6.3412530E-04,  1.8538627E-01,  8.0071350E-03
         5, -9.5987058E+01,  1.2388438E-01,  5.3319765E-04,  1.7067936E-01,  5.3953124E-03
         5, -1.0558576E+02,  1.1919403E-01,  4.4784353E-04,  1.5708415E-01,  3.6308049E-03
         5, -1.1614434E+02,  1.1486258E-01,  3.7580671E-04,  1.4452923E-01,  2.4407537E-03
         5, -1.2775877E+02,  1.1086596E-01,  3.1511321E-04,  1.3294482E-01,  1.6392834E-03
         5, -1.4053465E+02,  1.0718090E-01,  2.6405016E-04,  1.2226349E-01,  1.1001604E-03
         5, -1.5458812E+02,  1.0378514E-01,  2.2114109E-04,  1.1242071E-01,  7.3787491E-04
         5, -1.7004693E+02,  1.0065754E-01,  1.8512024E-04,  1.0335519E-01,  4.9462814E-04
         5, -1.8705162E+02,  9.7778126E-02,  1.5490735E-04,  9.5009060E-02,  3.3142227E-04
         5, -2.0575678E+02,  9.5128135E-02,  1.2958384E-04,  8.7327927E-02,  2.2198457E-04
         5, -2.2633246E+02,  9.2690006E-02,  1.0837100E-04,  8.0260887E-02,  1.4863754E-04
         5, -2.4896571E+02,  9.0447354E-02,  9.0610334E-05,  7.3760445E-02,  9.9499519E-05
         5, -2.7386228E+02,  8.8384930E-02,  7.5746190E-05,  6.7782405E-02,  6.6591488E-05
         5, -3.0124851E+02,  8.6488578E-02,  6.3310481E-05,  6.2285732E-02,  4.4559187E-05
         5, -3.3137336E+02,  8.4745176E-02,  5.2909466E-05,  5.7232393E-02,  2.9811895E-05
         5, -3.6451069E+02,  8.3142581E-02,  4.4212335E-05,  5.2587190E-02,  1.9942819E-05
         5, -4.0096176E+02,  8.1669569E-02,  3.6941426E-05,  4.8317591E-02,  1.3339430E-05
         5, -4.4105794E+02,  8.0315776E-02,  3.0863882E-05,  4.4393553E-02,  8.9217352E-06
         5, -4.8516373E+02,  7.9071640E-02,  2.5784553E-05,  4.0787363E-02,  5.9666298E-06
         5, -5.3368010E+02,  7.7928347E-02,  2.1539986E-05,  3.7473470E-02,  3.9900824E-06
         5, -5.8704811E+02,  7.6877774E-02,  1.7993340E-05,  3.4428331E-02,  2.6681614E-06
         5, -6.4575293E+02,  7.5912442E-02,  1.5030102E-05,  3.1630265E-02,  1.7841177E-06
         5, -7.1032822E+02,  7.5025463E-02,  1.2554473E-05,  2.9059314E-02,  1.1929416E-06
         5, -7.8136104E+02,  7.4210503E-02,  1.0486336E-05,  2.6697110E-02,  7.9763039E-07
         5, -8.5949714E+02,  7.3461731E-02,  8.7586977E-06,  2.4526756E-02,  5.3330203E-07
         5, -9.4544686E+02,  7.2773785E-02,  7.3155574E-06,  2.2532711E-02,  3.5656246E-07
         5, -1.0399915E+03,  7.2141736E-02,  6.1101054E-06,  2.0700683E-02,  2.3839126E-07
         5, -1.1439907E+03,  7.1561048E-02,  5.1032221E-06,  1.9017531E-02,  1.5938178E-07
         5, -1.2583898E+03,  7.1027555E-02,  4.2622178E-06,  1.7471175E-02,  1.0655692E-07
         5, -1.3842287E+03,  7.0537426E-02,  3.5597783E-06,  1.6050511E-02,  7.1239384E-08
         5, -1.5226516E+03,  7.0087140E-02,  2.9730832E-06,  1.4745333E-02,  4.7627189E-08
         5, -1.6749168E+03,  6.9673460E-02,  2.4830672E-06,  1.3546261E-02,  3.1840995E-08
         5, -1.8424085E+03,  6.9293413E-02,  2.0738038E-06,  1.2444676E-02,  2.1287061E-08
         5, -2.0266493E+03,  6.8944266E-02,  1.7319884E-06,  1.1432656E-02,  1.4231236E-08
         5, -2.2293142E+03,  6.8623508E-02,  1.4465076E-06,  1.0502923E-02,  9.5140998E-09
         5, -2.4522457E+03,  6.8328832E-02,  1.2080785E-06,  9.6487890E-03,  6.3605003E-09
         5, -2.6974702E+03,  6.8058118E-02,  1.0089473E-06,  8.8641090E-03,  4.2521991E-09
         5, -2.9672172E+03,  6.7809417E-02,  8.4263781E-07,  8.1432370E-03,  2.8427250E-09
         5, -3.2639390E+03,  6.7580940E-02,  7.0374062E-07,  7.4809856E-03,  1.9004447E-09
         5, -3.5903329E+03,  6.7371043E-02,  5.8773785E-07,  6.8725888E-03,  1.2705006E-09
         5, -3.9493662E+03,  6.7178215E-02,  4.9085608E-07,  6.3136678E-03,  8.4936407E-10
         5, -4.3443028E+03,  6.7001069E-02,  4.0994373E-07,  5.8001999E-03,  5.6782224E-10
         5, -4.7787331E+03,  6.6838329E-02,  3.4236861E-07,  5.3284889E-03,  3.7960373E-10
         5, -5.2566064E+03,  6.6688823E-02,  2.8593238E-07,  4.8951396E-03,  2.5377463E-10
         5, -5.7822670E+03,  6.6551476E-02,  2.3879898E-07,  4.4970323E-03,  1.6965459E-10
         5, -6.3604937E+03,  6.6425299E-02,  1.9943500E-07,  4.1313013E-03,  1.1341821E-10
         5, -6.9965431E+03,  6.6309383E-02,  1.6655977E-07,  3.7953136E-03,  7.5822789E-11
         5, -7.6961974E+03,  6.6202894E-02,  1.3910371E-07,  3.4866506E-03,  5.0689329E-11
         5, -8.4658171E+03,  6.6105066E-02,  1.1617353E-07,  3.2030900E-03,  3.3887005E-11
         5, -9.3123988E+03,  6.6015194E-02,  9.7023184E-08,  2.9425904E-03,  2.2654251E-11
         5, -1.0243639E+04,  6.5932630E-02,  8.1029618E-08,  2.7032765E-03,  1.5144890E-11
         5, -1.1268003E+04,  6.5856782E-02,  6.7672464E-08,  2.4834253E-03,  1.0124707E-11
         5, -1.2394803E+04,  6.5787102E-02,  5.6517133E-08,  2.2814540E-03,  6.7685981E-12
         5, -1.3634283E+04,  6.5723088E-02,  4.7200675E-08,  2.0959084E-03,  4.5249620E-12
         5, -1.4997711E+04,  6.5664281E-02,  3.9419966E-08,  1.9254528E-03,  3.0250398E-12
         5, -1.6497483E+04,  6.5610257E-02,  3.2921852E-08,  1.7688600E-03,  2.0223075E-12
         5, -1.8147231E+04,  6.5560626E-02,  2.7494905E-08,  1.6250024E-03,  1.3519583E-12
         5, -1.9961954E+04,  6.5515031E-02,  2.2962553E-08,  1.4928445E-03,  9.0381456E-13
         5, -2.1958149E+04,  6.5473145E-02,  1.9177329E-08,  1.3714346E-03,  6.0422037E-13
         5, -2.4153964E+04,  6.5434665E-02,  1.6016072E-08,  1.2598987E-03,  4.0393489E-13
         5, -2.6569361E+04,  6.5399315E-02,  1.3375928E-08,  1.1574338E-03,  2.7003954E-13
         5, -2.9226297E+04,  6.5366839E-02,  1.1170994E-08,  1.0633022E-03,  1.8052749E-13
         5, -3.2148926E+04,  6.5337005E-02,  9.3295282E-09,  9.7682605E-04,  1.0000000E-10
         5, -3.5363819E+04,  6.5309597E-02,  7.7916162E-09,  8.9738283E-04,  1.0000000E-10
         5, -3.8900201E+04,  6.5284418E-02,  6.5072188E-09,  8.2440056E-04,  1.0000000E-10
         5, -4.2790221E+04,  6.5261287E-02,  5.4345460E-09,  7.5735378E-04,  1.0000000E-10
         5, -4.7069243E+04,  6.5240037E-02,  4.5386962E-09,  6.9575977E-04,  1.0000000E-10
         5, -5.1776167E+04,  6.5220515E-02,  3.7905215E-09,  6.3917508E-04,  1.0000000E-10
         5, -5.6953784E+04,  6.5202581E-02,  3.1656785E-09,  5.8719229E-04,  1.0000000E-10
         5, -6.2649163E+04,  6.5186106E-02,  2.6438368E-09,  5.3943716E-04,  1.0000000E-10
         5, -6.8914079E+04,  6.5170970E-02,  2.2080173E-09,  4.9556586E-04,  1.0000000E-10
         5, -7.5805487E+04,  6.5157066E-02,  1.8440399E-09,  4.5526251E-04,  1.0000000E-10
         5, -8.3386035E+04,  6.5144292E-02,  1.5400618E-09,  4.1823695E-04,  1.0000000E-10
         5, -9.1724639E+04,  6.5132557E-02,  1.2861925E-09,  3.8422261E-04,  1.0000000E-10
         5, -1.0089710E+05,  6.5121776E-02,  1.0741720E-09,  3.5297458E-04,  1.0000000E-10
         5, -1.1098681E+05,  6.5111872E-02,  8.9710162E-10,  3.2426788E-04,  1.0000000E-10
         5, -1.2208549E+05,  6.5102774E-02,  7.4922019E-10,  2.9789585E-04,  1.0000000E-10
         5, -1.3429404E+05,  6.5094416E-02,  6.2571606E-10,  2.7366859E-04,  1.0000000E-10
         5, -1.4772345E+05,  6.5086737E-02,  5.2257079E-10,  2.5141169E-04,  1.0000000E-10
         5, -1.6249579E+05,  6.5079683E-02,  4.3642835E-10,  2.3096490E-04,  1.0000000E-10
         5, -1.7874537E+05,  6.5073202E-02,  3.6448594E-10,  2.1218100E-04,  1.0000000E-10
         5, -1.9661991E+05,  6.5067249E-02,  3.0440278E-10,  1.9492476E-04,  1.0000000E-10
         5, -2.1628190E+05,  6.5061780E-02,  2.5422393E-10,  1.7907193E-04,  1.0000000E-10
         5, -2.3791009E+05,  6.5056755E-02,  2.1231675E-10,  1.6450838E-04,  1.0000000E-10
         5, -2.6170110E+05,  6.5052140E-02,  1.7731770E-10,  1.5112925E-04,  1.0000000E-10
         5, -2.8787121E+05,  6.5047899E-02,  1.4808802E-10,  1.3883822E-04,  1.0000000E-10
         5, -3.1665833E+05,  6.5044004E-02,  1.2367666E-10,  1.2754680E-04,  1.0000000E-10
         5, -3.4832416E+05,  6.5040425E-02,  1.0328935E-10,  1.1717368E-04,  1.0000000E-10
         5, -3.8315658E+05,  6.5037137E-02,  8.6262768E-11,  1.0764419E-04,  1.0000000E-10
         5, -4.2147224E+05,  6.5034117E-02,  7.2042905E-11,  9.8889707E-05,  1.0000000E-10
         5, -4.6361946E+05,  6.5031342E-02,  6.0167095E-11,  9.0847211E-05,  1.0000000E-10
         5, -5.0998141E+05,  6.5028793E-02,  5.0248936E-11,  8.3458795E-05,  1.0000000E-10
         5, -5.6097955E+05,  6.5026452E-02,  4.1965721E-11,  7.6671263E-05,  1.0000000E-10
         5, -6.1707750E+05,  6.5024300E-02,  3.5047942E-11,  7.0435748E-05,  1.0000000E-10
         5, -6.7878525E+05,  6.5022324E-02,  2.9270514E-11,  6.4707354E-05,  1.0000000E-10
         5, -7.4666378E+05,  6.5020508E-02,  2.4445457E-11,  5.9444838E-05,  1.0000000E-10
         5, -8.2133016E+05,  6.5018841E-02,  2.0415781E-11,  5.4610312E-05,  1.0000000E-10
         5, -9.0346317E+05,  6.5017308E-02,  1.7050370E-11,  5.0168968E-05,  1.0000000E-10
         5, -9.9380949E+05,  6.5015901E-02,  1.4239726E-11,  4.6088830E-05,  1.0000000E-10
